Date,Price,Open,High,Low,Vol.,Change %
10-Jun-14,109.52,109.95,110.32,109.1,214.92K,-0.43
9-Jun-14,109.99,108.68,110.16,108.55,189.21K,1.27
6-Jun-14,108.61,108.85,109.31,108.46,155.00K,-0.17
5-Jun-14,108.79,108.13,108.96,107.77,193.33K,0.36
4-Jun-14,108.4,108.89,109.5,108.07,211.09K,-0.39
3-Jun-14,108.82,108.8,108.98,108.32,177.67K,-0.01
2-Jun-14,108.83,109.7,109.87,108.62,194.25K,-0.53
30-May-14,109.41,110.02,110.13,109.22,175.05K,-0.51
29-May-14,109.97,109.89,110.46,109.72,174.68K,0.15
28-May-14,109.81,110.22,110.4,109.41,175.31K,-0.19
27-May-14,110.02,110.35,110.8,109.71,173.41K,-0.27
26-May-14,110.32,110.4,110.55,109.75,29.31K,-0.2
23-May-14,110.54,110.38,110.7,110.25,143.66K,0.16
22-May-14,110.36,110.49,111.04,110.17,200.09K,-0.17
21-May-14,110.55,109.76,110.73,109.7,220.00K,0.78
20-May-14,109.69,109.33,110,109.1,172.79K,0.29
19-May-14,109.37,109.82,110.33,109.3,171.71K,-0.35
16-May-14,109.75,108.96,110.05,108.88,229.93K,-0.62
15-May-14,110.44,110.21,110.6,109.75,20.37K,0.23
14-May-14,110.19,109.39,110.41,109.32,115.26K,0.87
13-May-14,109.24,108.37,109.46,108.05,130.64K,0.77
12-May-14,108.41,107.94,108.77,107.94,145.65K,0.48
9-May-14,107.89,108.08,109.02,107.64,179.23K,-0.14
8-May-14,108.04,108.07,108.15,107.38,163.88K,-0.08
7-May-14,108.13,107.17,108.25,106.96,217.14K,1
6-May-14,107.06,107.53,108.21,106.97,194.54K,-0.61
5-May-14,107.72,108.92,108.92,107.05,139.53K,-0.8
2-May-14,108.59,107.72,108.99,107.6,215.15K,0.77
1-May-14,107.76,108.08,108.12,106.85,186.88K,-0.29
30-Apr-14,108.07,108.8,108.8,107.55,213.56K,-0.84
29-Apr-14,108.98,108.13,109.37,108,206.50K,0.8
28-Apr-14,108.12,109.5,110.2,107.86,246.47K,-1.33
25-Apr-14,109.58,110.33,110.63,109.25,216.21K,-0.68
24-Apr-14,110.33,109.22,110.65,109.07,215.43K,1.12
23-Apr-14,109.11,109.5,109.54,108.6,181.74K,-0.15
22-Apr-14,109.27,109.94,109.99,108.53,201.11K,-0.62
21-Apr-14,109.95,109.76,110.05,108.89,71.87K,0.38
17-Apr-14,109.53,109.6,110.19,109.08,163.99K,-0.06
16-Apr-14,109.6,109.43,110.36,109,229.36K,0.79
15-Apr-14,108.74,108.92,109.11,108.27,19.55K,-0.3
14-Apr-14,109.07,107.42,109.12,107.26,95.83K,1.62
11-Apr-14,107.33,107.35,107.87,106.98,105.40K,-0.12
10-Apr-14,107.46,107.9,107.92,107.26,124.82K,-0.48
9-Apr-14,107.98,107.5,108.14,107.12,144.72K,0.29
8-Apr-14,107.67,105.97,107.85,105.78,193.36K,1.75
7-Apr-14,105.82,106.35,106.63,105.13,215.20K,-0.84
4-Apr-14,106.72,106.17,107.04,106.1,184.07K,0.54
3-Apr-14,106.15,104.59,106.32,104.45,220.54K,1.3
2-Apr-14,104.79,105.32,105.85,103.95,271.60K,-0.79
1-Apr-14,105.62,107.66,107.8,105.1,195.03K,-1.99
31-Mar-14,107.76,108,108.33,107.05,145.62K,-0.29
28-Mar-14,108.07,107.73,108.39,107.62,140.35K,0.22
27-Mar-14,107.83,107,107.99,106.77,184.83K,0.75
26-Mar-14,107.03,106.97,107.35,106.48,166.38K,0.04
25-Mar-14,106.99,106.59,107.48,106.44,167.09K,0.17
24-Mar-14,106.81,107.01,107.5,106.45,142.79K,-0.1
21-Mar-14,106.92,106.22,107.77,106.01,167.80K,0.44
20-Mar-14,106.45,105.9,106.75,105.41,205.21K,0.57
19-Mar-14,105.85,106.6,106.87,105.71,188.48K,-0.88
18-Mar-14,106.79,106.4,106.85,105.85,170.58K,0.52
17-Mar-14,106.24,108.55,108.6,106.16,166.23K,-2.15
14-Mar-14,108.57,107.25,108.69,107.24,12.88K,1.1
13-Mar-14,107.39,108.26,108.51,106.98,86.26K,-0.58
12-Mar-14,108.02,108.41,108.55,107.61,159.23K,-0.49
11-Mar-14,108.55,107.88,108.7,107.83,146.85K,0.43
10-Mar-14,108.08,108.73,108.85,107.75,149.34K,-0.84
7-Mar-14,109,108.3,109.09,107.82,172.05K,0.83
6-Mar-14,108.1,107.66,108.54,107.37,228.72K,0.32
5-Mar-14,107.76,109.17,109.36,107.55,220.18K,-1.41
4-Mar-14,109.3,111.16,111.32,109,218.50K,-1.71
3-Mar-14,111.2,109.44,112.39,109.26,291.31K,1.95
28-Feb-14,109.07,108.85,109.34,108.4,189.56K,0.1
27-Feb-14,108.96,109.41,109.45,108.65,192.91K,-0.51
26-Feb-14,109.52,109.56,109.97,109.2,186.71K,0.01
25-Feb-14,109.51,110.64,110.64,109.42,198.16K,-1.02
24-Feb-14,110.64,109.65,110.77,109.5,202.52K,0.72
21-Feb-14,109.85,110.5,110.5,109.35,154.90K,-0.41
20-Feb-14,110.3,110.39,110.49,109.58,151.21K,-0.15
19-Feb-14,110.47,110.55,110.82,110.02,163.34K,0.01
18-Feb-14,110.46,109.07,110.7,108.84,150.35K,1.17
17-Feb-14,109.18,109.13,109.4,108.64,56.87K,0.09
14-Feb-14,109.08,108.58,109.25,107.85,146.75K,0.32
13-Feb-14,108.73,108.68,108.84,108.09,18.08K,-0.06
12-Feb-14,108.79,108.78,109.5,108.47,105.89K,0.1
11-Feb-14,108.68,108.52,109.24,108.47,137.26K,0.05
10-Feb-14,108.63,109.75,109.75,108.4,162.66K,-0.86
7-Feb-14,109.57,107.32,109.74,106.88,215.63K,2.22
6-Feb-14,107.19,106.28,107.48,106.15,205.08K,0.88
5-Feb-14,106.25,106.09,106.44,105.58,193.78K,0.44
4-Feb-14,105.78,105.85,106.23,105.49,186.44K,-0.25
3-Feb-14,106.04,106.4,106.72,105.4,264.73K,-0.34
31-Jan-14,106.4,107.75,107.94,106.3,231.46K,-1.44
30-Jan-14,107.95,107.85,108.4,107.65,188.73K,0.09
29-Jan-14,107.85,107.36,108.05,106.93,207.31K,0.41
28-Jan-14,107.41,106.86,107.79,106.76,188.30K,0.67
27-Jan-14,106.69,107.91,108.09,106.45,203.30K,-1.1
24-Jan-14,107.88,107.58,108.03,106.23,244.56K,0.28
23-Jan-14,107.58,108.14,108.28,107.37,241.80K,-0.64
22-Jan-14,108.27,106.9,108.33,106.78,184.00K,1.44
21-Jan-14,106.73,106.35,108,106.28,254.31K,0.36
20-Jan-14,106.35,106.28,106.65,105.81,103.66K,-0.12
17-Jan-14,106.48,105.55,106.95,105.44,198.42K,-0.57
16-Jan-14,107.09,106.82,107.35,106.44,14.56K,-0.04
15-Jan-14,107.13,106.17,107.55,105.8,70.78K,0.7
14-Jan-14,106.39,106.62,107.14,106.06,111.28K,-0.34
13-Jan-14,106.75,107.25,107.64,106.36,151.80K,-0.47
10-Jan-14,107.25,106.44,107.58,106.03,198.57K,0.81
9-Jan-14,106.39,107.35,108.2,106.12,175.37K,-0.71
8-Jan-14,107.15,107.49,107.95,107,185.54K,-0.19
7-Jan-14,107.35,107.03,107.72,106.88,188.20K,0.58
6-Jan-14,106.73,106.8,107.96,106.58,181.82K,-0.15
3-Jan-14,106.89,107.88,108.64,106.79,191.13K,-0.83
2-Jan-14,107.78,111,111.35,107.65,200.65K,-2.83
1-Jan-14,110.92,110.92,110.92,110.92,0,0.11
31-Dec-13,110.8,111.18,111.52,110.4,84.99K,-0.37
30-Dec-13,111.21,112.2,112.64,110.9,111.07K,-0.86
27-Dec-13,112.18,111.95,112.8,111.5,126.91K,0.18
26-Dec-13,111.98,111.99,112.12,111.46,43.62K,0.07
24-Dec-13,111.9,111.61,112.06,111.42,52.16K,0.3
23-Dec-13,111.56,111.55,111.93,111.27,103.72K,-0.19
20-Dec-13,111.77,110.09,111.89,109.87,169.48K,1.34
19-Dec-13,110.29,109.25,110.53,109.14,159.79K,0.6
18-Dec-13,109.63,108.33,109.73,107.8,187.96K,1.1
17-Dec-13,108.44,109.2,109.41,108.2,149.78K,-1.84
16-Dec-13,110.47,109.15,110.8,109,23.61K,1.51
13-Dec-13,108.83,108.53,109,108.02,98.10K,0.15
12-Dec-13,108.67,109.52,109.98,108.44,128.31K,-0.94
11-Dec-13,109.7,109.45,109.89,108.62,158.72K,0.29
10-Dec-13,109.38,109.31,110.45,108.55,230.62K,-0.01
9-Dec-13,109.39,111.69,111.79,109,202.85K,-1.99
6-Dec-13,111.61,111.07,112.06,110.94,155.52K,0.57
5-Dec-13,110.98,111.65,112.23,110.76,191.78K,-0.8
4-Dec-13,111.88,112.91,113.02,111.46,235.28K,-0.66
3-Dec-13,112.62,111.53,112.93,111.04,217.61K,1.05
2-Dec-13,111.45,109.6,112.34,109.28,266.95K,1.6
29-Nov-13,109.69,111.04,111.5,109.62,126.88K,-1.06
28-Nov-13,110.86,111.4,111.55,110.61,61.68K,-0.4
27-Nov-13,111.31,111,111.65,110.51,193.98K,0.39
26-Nov-13,110.88,111.08,111.49,110.41,199.75K,-0.11
25-Nov-13,111,109,111.66,108.05,278.78K,-0.05
22-Nov-13,111.05,110.07,111.4,109.65,276.25K,0.88
21-Nov-13,110.08,107.76,110.25,107.62,253.96K,1.87
20-Nov-13,108.06,107.2,108.38,106.51,220.19K,1.07
19-Nov-13,106.92,108.3,108.63,106.81,224.43K,-1.43
18-Nov-13,108.47,108.5,108.73,107.53,185.49K,-0.03
15-Nov-13,108.5,108.38,108.65,107.69,198.64K,-0.04
14-Nov-13,108.54,107.17,108.96,107.15,20.85K,1.33
13-Nov-13,107.12,105.93,107.45,105.89,114.00K,1.24
12-Nov-13,105.81,106.4,107.38,105.51,156.69K,-0.55
11-Nov-13,106.4,105.17,106.56,105.15,172.68K,1.22
8-Nov-13,105.12,103.53,105.38,102.98,242.70K,1.6
7-Nov-13,103.46,105,105.21,103.24,291.12K,-1.69
6-Nov-13,105.24,105.64,106.41,104.86,243.84K,-0.09
5-Nov-13,105.33,106.25,106.53,105.19,186.82K,-0.85
4-Nov-13,106.23,105.78,106.58,105.13,230.57K,0.3
1-Nov-13,105.91,109.05,109.41,105.78,298.58K,-2.69
31-Oct-13,108.84,109.69,109.87,108.55,238.84K,-0.93
30-Oct-13,109.86,108.76,110.16,108.59,234.60K,0.78
29-Oct-13,109.01,109.41,109.46,108.45,185.01K,-0.55
28-Oct-13,109.61,107.04,109.68,106.85,266.18K,2.51
25-Oct-13,106.93,107.09,107.39,106.27,212.28K,-0.06
24-Oct-13,106.99,107.65,108.26,106.9,242.30K,-0.75
23-Oct-13,107.8,109.99,110.06,107.35,324.61K,-1.97
22-Oct-13,109.97,109.76,110.94,109.57,238.66K,0.3
21-Oct-13,109.64,109.96,110.19,109.21,190.11K,-0.27
18-Oct-13,109.94,109.13,110.24,108.95,181.54K,0.76
17-Oct-13,109.11,110.57,110.66,108.71,233.73K,-1.58
16-Oct-13,110.86,109.45,111.23,109.45,15.37K,0.82
15-Oct-13,109.96,111.08,111.27,109.53,93.75K,-0.97
14-Oct-13,111.04,110.87,111.41,109.87,106.79K,-0.22
11-Oct-13,111.28,111.65,111.85,110.51,141.35K,-0.47
10-Oct-13,111.8,109.04,112,108.92,212.35K,2.51
9-Oct-13,109.06,110.16,110.25,108.12,171.12K,-1
8-Oct-13,110.16,109.64,110.8,109.38,163.84K,0.44
7-Oct-13,109.68,109.21,110.17,107.89,227.73K,0.2
4-Oct-13,109.46,108.69,109.77,108.61,144.47K,0.42
3-Oct-13,109,108.9,109.85,108.58,212.25K,-0.17
2-Oct-13,109.19,107.55,109.48,107.44,177.15K,1.16
1-Oct-13,107.94,108.38,108.41,106.81,189.65K,-0.4
30-Sep-13,108.37,108.2,108.68,107.22,149.01K,-0.24
27-Sep-13,108.63,109,109.67,108.1,190.34K,-0.53
26-Sep-13,109.21,108,109.26,108,143.12K,0.82
25-Sep-13,108.32,108.73,110.09,107.89,211.60K,-0.29
24-Sep-13,108.64,107.96,108.9,107.43,197.99K,0.44
23-Sep-13,108.16,109.22,109.45,107.76,169.12K,-0.97
20-Sep-13,109.22,108.62,109.67,108.4,160.65K,0.42
19-Sep-13,108.76,110.92,111.26,108.52,201.58K,-1.66
18-Sep-13,110.6,107.85,111.06,107.64,200.71K,2.23
17-Sep-13,108.19,109.5,110,107.41,214.35K,-1.71
16-Sep-13,110.07,111.25,111.49,108.73,249.44K,-2.4
13-Sep-13,112.78,112.87,112.91,111.6,18.64K,0.13
12-Sep-13,112.63,111.51,113.05,111.33,93.45K,1.01
11-Sep-13,111.5,111.52,112.49,111.02,109.34K,0.22
10-Sep-13,111.25,113,113.55,110.59,176.16K,-2.17
9-Sep-13,113.72,115.93,116.18,113,200.57K,-2.07
6-Sep-13,116.12,115.35,116.56,115.02,168.83K,0.75
5-Sep-13,115.26,114.95,115.55,114.29,151.29K,0.3
4-Sep-13,114.91,115.65,116.09,114.4,209.65K,-0.67
3-Sep-13,115.68,114.45,116,114.06,234.73K,1.18
2-Sep-13,114.33,114,114.57,112.2,90.95K,0.28
30-Aug-13,114.01,114.2,115.53,113.63,245.06K,-1
29-Aug-13,115.16,115.86,117.04,114.18,248.52K,-1.24
28-Aug-13,116.61,115.3,117.34,114.81,286.09K,1.97
27-Aug-13,114.36,111.16,115.29,110.73,288.71K,3.28
26-Aug-13,110.73,111.15,111.68,110.5,92.72K,-0.28
23-Aug-13,111.04,109.9,111.23,109.77,219.41K,1.04
22-Aug-13,109.9,109.7,110.15,109.4,154.99K,0.08
21-Aug-13,109.81,110.11,110.28,109.23,195.77K,-0.31
20-Aug-13,110.15,109.67,110.73,108.61,233.19K,0.23
19-Aug-13,109.9,110.53,111,109.59,188.06K,-0.45
16-Aug-13,110.4,109.42,110.7,109.17,195.85K,-0.64
15-Aug-13,111.11,110.35,111.53,110.35,19.27K,0.83
14-Aug-13,110.2,109.51,110.36,109.05,97.93K,0.35
13-Aug-13,109.82,109.08,110.06,108.95,112.23K,0.78
12-Aug-13,108.97,108.13,109.13,107.43,147.83K,0.69
9-Aug-13,108.22,106.81,108.32,106.6,148.43K,1.44
8-Aug-13,106.68,107.39,107.86,105.85,175.73K,-0.71
7-Aug-13,107.44,108.07,108.16,107.07,208.43K,-0.68
6-Aug-13,108.18,108.74,109.23,107.46,229.16K,-0.48
5-Aug-13,108.7,109.09,109.44,107.55,168.83K,-0.23
2-Aug-13,108.95,109.52,110.09,108.38,160.76K,-0.54
1-Aug-13,109.54,107.81,109.64,107.52,234.85K,1.71
31-Jul-13,107.7,106.84,107.95,105.73,222.57K,0.74
30-Jul-13,106.91,107.45,107.56,106.54,160.00K,-0.5
29-Jul-13,107.45,107.19,107.89,106.6,178.93K,0.26
26-Jul-13,107.17,107.59,107.79,106.53,119.94K,-0.45
25-Jul-13,107.65,107.11,107.87,106.54,176.11K,0.43
24-Jul-13,107.19,108.44,108.6,106.25,197.80K,-1.13
23-Jul-13,108.42,108.3,108.63,107.56,190.20K,0.25
22-Jul-13,108.15,108.3,108.68,107.55,198.42K,0.07
19-Jul-13,108.07,108.73,109.18,107.01,212.19K,-0.58
18-Jul-13,108.7,108.63,108.87,108.03,196.44K,0.08
17-Jul-13,108.61,107.9,108.74,107.3,183.57K,-0.72
16-Jul-13,109.4,109.05,109.72,108.63,19.97K,0.28
15-Jul-13,109.09,108.99,109.26,107.96,100.86K,0.26
12-Jul-13,108.81,107.33,109.14,107.28,127.81K,1
11-Jul-13,107.73,108.24,108.93,107.02,184.69K,-0.72
10-Jul-13,108.51,108.12,108.69,107.71,199.70K,0.65
9-Jul-13,107.81,107.27,108.26,106.85,163.66K,0.35
8-Jul-13,107.43,108,108.04,106.79,185.82K,-0.27
5-Jul-13,107.72,105.54,107.88,105.38,233.34K,2.07
4-Jul-13,105.54,105.85,105.99,104.91,81.37K,-0.21
3-Jul-13,105.76,104.18,106.03,104.18,258.39K,1.69
2-Jul-13,104,102.92,104.12,102.91,186.52K,0.97
1-Jul-13,103,101.9,103.71,101.63,230.92K,0.82
28-Jun-13,102.16,102.76,103.44,101.87,230.25K,-0.64
27-Jun-13,102.82,101.66,103.34,101.66,190.61K,1.14
26-Jun-13,101.66,101.1,101.89,100.25,195.23K,0.4
25-Jun-13,101.26,101,102.08,100.7,182.09K,0.1
24-Jun-13,101.16,100.61,101.64,99.67,254.19K,0.25
21-Jun-13,100.91,102.1,103.09,100.04,263.37K,-1.21
20-Jun-13,102.15,105.62,105.62,101.75,301.24K,-3.74
19-Jun-13,106.12,106.1,106.59,105.45,164.86K,0.09
18-Jun-13,106.02,105.66,106.24,105.11,150.87K,0.52
17-Jun-13,105.47,105.77,106.67,105.28,160.18K,-0.43
14-Jun-13,105.93,104.95,106.64,104.46,197.14K,1.61
13-Jun-13,104.25,103.33,104.26,102.75,21.31K,0.73
12-Jun-13,103.49,102.56,104.1,102.23,94.92K,0.51
11-Jun-13,102.96,103.89,103.89,101.82,156.14K,-0.95
10-Jun-13,103.95,104.56,104.76,103.66,159.65K,-0.58
7-Jun-13,104.56,103.65,105.01,102.89,234.18K,0.92
6-Jun-13,103.61,102.94,103.95,102.81,173.41K,0.55
5-Jun-13,103.04,103.48,104.07,102.85,202.95K,-0.19
4-Jun-13,103.24,102.02,103.58,101.47,300.89K,1.16
3-Jun-13,102.06,100.15,102.48,99.66,255.71K,1.66
31-May-13,100.39,102.12,102.38,100.03,215.28K,-1.76
30-May-13,102.19,102.4,102.85,101.08,232.91K,-0.23
29-May-13,102.43,104.32,104.37,102.17,209.65K,-1.73
28-May-13,104.23,102.51,104.69,102.48,195.12K,1.57
27-May-13,102.62,102.52,102.65,102.1,21.12K,-0.02
24-May-13,102.64,102.55,102.79,101.65,136.63K,0.2
23-May-13,102.44,102.25,102.68,100.64,230.37K,-0.16
22-May-13,102.6,103.52,103.79,102.22,207.42K,-1.26
21-May-13,103.91,104.78,105.15,103.51,179.06K,-0.85
20-May-13,104.8,104.75,105.31,103.83,164.96K,0.15
17-May-13,104.64,103.87,104.87,103.35,193.73K,0.81
16-May-13,103.8,103.74,104.4,102.95,26.35K,0.12
15-May-13,103.68,102.7,103.82,101.2,106.54K,1.05
14-May-13,102.6,102.82,103.1,101.96,160.03K,-0.21
13-May-13,102.82,103.26,103.86,102.25,173.55K,-1.05
10-May-13,103.91,104.35,104.45,101.56,215.45K,-0.54
9-May-13,104.47,104.44,104.6,103.45,197.07K,0.12
8-May-13,104.34,104.11,104.8,103.53,229.32K,-0.06
7-May-13,104.4,105.4,105.94,104,264.56K,-1.01
6-May-13,105.46,104.25,105.54,103.89,135.08K,1.22
3-May-13,104.19,102.8,104.92,102.37,257.17K,1.3
2-May-13,102.85,99.82,102.98,99.51,287.67K,2.9
1-May-13,99.95,101.82,102.33,98.76,267.10K,-2.36
30-Apr-13,102.37,103.78,104,101.48,253.92K,-1.39
29-Apr-13,103.81,102.79,103.94,102.57,200.11K,0.63
26-Apr-13,103.16,103.2,103.48,102.25,196.48K,-0.24
25-Apr-13,103.41,101.8,103.49,101.35,280.40K,1.65
24-Apr-13,101.73,100.34,101.99,100.22,204.01K,1.42
23-Apr-13,100.31,100.56,100.59,98.78,242.74K,-0.08
22-Apr-13,100.39,99.56,101.04,99.2,210.04K,0.74
19-Apr-13,99.65,99.54,100.33,99.04,175.36K,0.52
18-Apr-13,99.13,97.46,99.85,96.75,306.94K,1.47
17-Apr-13,97.69,100.11,100.46,97.26,292.12K,-2.22
16-Apr-13,99.91,99.43,100.37,98,328.74K,-0.48
15-Apr-13,100.39,103.03,103.09,100.02,23.65K,-2.64
12-Apr-13,103.11,104.29,104.39,101.09,121.49K,-1.11
11-Apr-13,104.27,105.5,105.94,103.7,116.87K,-1.44
10-Apr-13,105.79,106.19,106.47,105.16,136.06K,-0.41
9-Apr-13,106.23,104.78,106.5,104.27,173.29K,1.5
8-Apr-13,104.66,104.28,105.55,103.4,245.68K,0.52
5-Apr-13,104.12,106.49,106.65,103.62,273.97K,-2.09
4-Apr-13,106.34,107.07,108.06,105.29,284.41K,-0.72
3-Apr-13,107.11,110.28,110.43,106.78,304.65K,-3.23
2-Apr-13,110.69,111.07,111.79,110,205.64K,-0.35
1-Apr-13,111.08,110.15,111.33,109.38,102.14K,0.96
28-Mar-13,110.02,109.85,110.1,108.98,164.97K,0.3
27-Mar-13,109.69,109.4,109.98,108.85,217.52K,0.3
26-Mar-13,109.36,108.11,109.59,107.71,207.41K,1.1
25-Mar-13,108.17,106.86,109.07,106.8,199.23K,0.47
22-Mar-13,107.66,107.31,107.96,106.9,174.36K,0.18
21-Mar-13,107.47,108.48,108.75,107.08,190.90K,-1.15
20-Mar-13,108.72,107.59,108.92,107.55,169.06K,1.18
19-Mar-13,107.45,109.41,109.54,107.25,226.68K,-1.88
18-Mar-13,109.51,109.83,109.83,107.78,180.93K,-0.28
15-Mar-13,109.82,109.32,110.53,109.02,186.11K,0.37
14-Mar-13,109.42,108.36,109.98,108.18,18.27K,0.83
13-Mar-13,108.52,109.7,109.89,107.91,106.23K,-1.03
12-Mar-13,109.65,110.13,111.2,109.3,146.00K,-0.52
11-Mar-13,110.22,110.67,110.72,109.53,164.82K,-0.57
8-Mar-13,110.85,110.9,111.33,109.14,228.95K,-0.27
7-Mar-13,111.15,111.08,111.4,110.41,213.07K,0.08
6-Mar-13,111.06,111.83,112.23,110.46,201.77K,-0.49
5-Mar-13,111.61,110.1,111.93,110.1,233.65K,1.38
4-Mar-13,110.09,110.58,110.89,109.58,226.78K,-0.28
1-Mar-13,110.4,110.9,111.36,109.82,251.90K,-0.88
28-Feb-13,111.38,111.95,112.57,110.87,224.45K,-0.44
27-Feb-13,111.87,112.8,113.35,111.65,220.01K,-0.75
26-Feb-13,112.71,113.64,114.34,112.41,257.23K,-1.51
25-Feb-13,114.44,114.19,115.87,113.31,190.54K,0.3
22-Feb-13,114.1,113.6,114.79,113.6,173.50K,0.5
21-Feb-13,113.53,115.2,115.31,113.32,248.79K,-1.79
20-Feb-13,115.6,117.35,117.66,115.02,219.24K,-1.63
19-Feb-13,117.52,117.48,117.6,116.55,134.90K,0.12
18-Feb-13,117.38,117.81,118.19,116.92,60.36K,-0.24
15-Feb-13,117.66,117.96,118.11,116.28,216.48K,-0.29
14-Feb-13,118,117.9,118.29,117.25,186.86K,-0.61
13-Feb-13,118.72,118.66,119.12,118.39,27.82K,0.05
12-Feb-13,118.66,118.27,118.9,117.81,98.00K,0.45
11-Feb-13,118.13,118.9,119.07,117.54,141.28K,-0.65
8-Feb-13,118.9,117.48,119.17,117.31,206.48K,1.42
7-Feb-13,117.24,116.9,117.83,116.71,242.30K,0.44
6-Feb-13,116.73,116.45,117.05,115.72,207.78K,0.18
5-Feb-13,116.52,115.47,117.23,115.01,227.10K,0.8
4-Feb-13,115.6,116.5,116.67,115.32,214.96K,-0.99
1-Feb-13,116.76,115.77,117.07,115.4,245.85K,1.05
